Date,Unnamed: 0,Mood,Tags,Weather,Moods,EmotionCat,DateTime,Weekday,Time
2023-06-14,672,Excited;Eager,Home;Back from run;By myself,,Excited,"High Energy, Positive",2023-06-14 09:10:00,2,09:10:00
2023-06-14,672,Excited;Eager,Home;Back from run;By myself,,Eager,"High Energy, Positive",2023-06-14 09:10:00,2,09:10:00
2023-06-13,673,Balanced;Meh,,,Balanced,"Low Energy, Positive",2023-06-13 19:03:00,1,19:03:00
2023-06-13,673,Balanced;Meh,,,Meh,"Low Energy, Negative",2023-06-13 19:03:00,1,19:03:00
2023-06-13,674,Excited;Glum,Home;Hanging out;Pets,,Excited,"High Energy, Positive",2023-06-13 18:00:00,1,18:00:00
2023-06-13,674,Excited;Glum,Home;Hanging out;Pets,,Glum,"Low Energy, Negative",2023-06-13 18:00:00,1,18:00:00
2023-06-13,675,Discouraged;Down,Home;Hanging out;Pets,,Discouraged,"Low Energy, Negative",2023-06-13 17:57:00,1,17:57:00
2023-06-13,675,Discouraged;Down,Home;Hanging out;Pets,,Down,"Low Energy, Negative",2023-06-13 17:57:00,1,17:57:00
2023-06-13,676,Frustrated;Annoyed,Work;Co-workers,,Frustrated,"High Energy, Negative",2023-06-13 13:46:00,1,13:46:00
2023-06-13,676,Frustrated;Annoyed,Work;Co-workers,,Annoyed,"High Energy, Negative",2023-06-13 13:46:00,1,13:46:00
2023-06-13,677,Tired;Resigned,Home;Hanging out;By myself,,Tired,"Low Energy, Negative",2023-06-13 11:33:00,1,11:33:00
2023-06-13,677,Tired;Resigned,Home;Hanging out;By myself,,Resigned,"Low Energy, Negative",2023-06-13 11:33:00,1,11:33:00
2023-06-13,678,Regretful;Confused,Home;Waking up;By myself,,Regretful,"Low Energy, Negative",2023-06-13 04:41:00,1,04:41:00
2023-06-13,678,Regretful;Confused,Home;Waking up;By myself,,Confused,"Low Energy, Negative",2023-06-13 04:41:00,1,04:41:00
2023-06-12,679,Chill,Home;Resting;Pets,,Chill,"Low Energy, Positive",2023-06-12 20:49:00,0,20:49:00
2023-06-12,680,Accomplished,Home;Pets,,Accomplished,"High Energy, Positive",2023-06-12 17:55:00,0,17:55:00
2023-06-12,681,Fatigued,Home;Resting;By myself,,Fatigued,"Low Energy, Negative",2023-06-12 14:00:00,0,14:00:00
2023-06-12,682,Accomplished;Anxious,Home;Writing;By myself,,Accomplished,"High Energy, Positive",2023-06-12 12:07:00,0,12:07:00
2023-06-12,682,Accomplished;Anxious,Home;Writing;By myself,,Anxious,"High Energy, Negative",2023-06-12 12:07:00,0,12:07:00
2023-06-12,683,Engaged,Home;Writing;Pets,,Engaged,"High Energy, Positive",2023-06-12 07:44:00,0,07:44:00
2023-06-11,684,Mellow;Apathetic,Home;Resting;Pets,,Mellow,"Low Energy, Positive",2023-06-11 18:52:00,6,18:52:00
2023-06-11,684,Mellow;Apathetic,Home;Resting;Pets,,Apathetic,"Low Energy, Negative",2023-06-11 18:52:00,6,18:52:00
2023-06-11,685,Pleased,Outside;Hanging out;By myself,,Pleased,"High Energy, Positive",2023-06-11 15:55:00,6,15:55:00
2023-06-11,686,Relaxed;Tired,Home;Hanging out;By myself,,Relaxed,"Low Energy, Positive",2023-06-11 13:28:00,6,13:28:00
2023-06-11,686,Relaxed;Tired,Home;Hanging out;By myself,,Tired,"Low Energy, Negative",2023-06-11 13:28:00,6,13:28:00
2023-06-11,687,Desire;Fulfilled,Home;Resting;By myself,,Desire,"High Energy, Positive",2023-06-11 11:15:00,6,11:15:00
2023-06-11,687,Desire;Fulfilled,Home;Resting;By myself,,Fulfilled,"High Energy, Positive",2023-06-11 11:15:00,6,11:15:00
2023-06-11,688,Optimistic;Balanced,Home;Resting;Pets,clear sky,Optimistic,"High Energy, Positive",2023-06-11 07:52:00,6,07:52:00
2023-06-11,688,Optimistic;Balanced,Home;Resting;Pets,clear sky,Balanced,"Low Energy, Positive",2023-06-11 07:52:00,6,07:52:00
2023-06-11,689,Worried;Lonely,Home;Waking up;By myself,,Worried,"High Energy, Negative",2023-06-11 06:22:00,6,06:22:00
2023-06-11,689,Worried;Lonely,Home;Waking up;By myself,,Lonely,"Low Energy, Negative",2023-06-11 06:22:00,6,06:22:00
2023-06-10,690,Fatigued,Home;Resting;Pets,,Fatigued,"Low Energy, Negative",2023-06-10 22:34:00,5,22:34:00
2023-06-10,691,Accomplished,Outside;Commuting;Back from run;By myself,,Accomplished,"High Energy, Positive",2023-06-10 19:20:00,5,19:20:00
2023-06-10,692,Challenged,Commuting;Hanging out;By myself,,Challenged,"High Energy, Negative",2023-06-10 11:47:00,5,11:47:00
2023-06-10,693,Confused;Determined,Home;Hanging out;Pets,,Confused,"Low Energy, Negative",2023-06-10 10:41:00,5,10:41:00
2023-06-10,693,Confused;Determined,Home;Hanging out;Pets,,Determined,"High Energy, Positive",2023-06-10 10:41:00,5,10:41:00
2023-06-10,694,Nostalgic;Longing,Home;Waking up;Pets,,Nostalgic,"Low Energy, Negative",2023-06-10 06:09:00,5,06:09:00
2023-06-10,694,Nostalgic;Longing,Home;Waking up;Pets,,Longing,"Low Energy, Negative",2023-06-10 06:09:00,5,06:09:00
2023-06-09,695,Bored;Longing,Home;Resting;By myself,,Bored,"Low Energy, Negative",2023-06-09 19:30:00,4,19:30:00
2023-06-09,695,Bored;Longing,Home;Resting;By myself,,Longing,"Low Energy, Negative",2023-06-09 19:30:00,4,19:30:00
2023-06-09,696,Accomplished;Relaxed,Work;Resting;By myself,,Accomplished,"High Energy, Positive",2023-06-09 16:33:00,4,16:33:00
2023-06-09,696,Accomplished;Relaxed,Work;Resting;By myself,,Relaxed,"Low Energy, Positive",2023-06-09 16:33:00,4,16:33:00
2023-06-09,697,Cheerful,Work;Exams;Co-workers,,Cheerful,"High Energy, Positive",2023-06-09 11:32:00,4,11:32:00
2023-06-09,698,At Ease;Balanced,Home;Waking up;Pets,,At Ease,"Low Energy, Positive",2023-06-09 06:31:00,4,06:31:00
2023-06-09,698,At Ease;Balanced,Home;Waking up;Pets,,Balanced,"Low Energy, Positive",2023-06-09 06:31:00,4,06:31:00
2023-06-08,699,Exhausted,Home;Resting;Pets,,Exhausted,"Low Energy, Negative",2023-06-08 20:47:00,3,20:47:00
2023-06-08,700,Curious;Inspired,Outside;Hanging out;Co-workers;Friends,,Curious,"High Energy, Positive",2023-06-08 16:45:00,3,16:45:00
2023-06-08,700,Curious;Inspired,Outside;Hanging out;Co-workers;Friends,,Inspired,"High Energy, Positive",2023-06-08 16:45:00,3,16:45:00
2023-06-08,701,Fatigued,Work;Co-workers,,Fatigued,"Low Energy, Negative",2023-06-08 11:39:00,3,11:39:00
2023-06-08,702,Meh;Confident,Home;Waking up;Pets,,Meh,"Low Energy, Negative",2023-06-08 06:10:00,3,06:10:00
2023-06-08,702,Meh;Confident,Home;Waking up;Pets,,Confident,"High Energy, Positive",2023-06-08 06:10:00,3,06:10:00
2023-06-07,703,Discouraged;Disappointed,Home;Resting;Pets,,Discouraged,"Low Energy, Negative",2023-06-07 20:46:00,2,20:46:00
2023-06-07,703,Discouraged;Disappointed,Home;Resting;Pets,,Disappointed,"Low Energy, Negative",2023-06-07 20:46:00,2,20:46:00
2023-06-07,704,Empowered;Energized,Outside;After dancing,,Empowered,"High Energy, Positive",2023-06-07 18:29:00,2,18:29:00
2023-06-07,704,Empowered;Energized,Outside;After dancing,,Energized,"High Energy, Positive",2023-06-07 18:29:00,2,18:29:00
2023-06-07,705,Playful;Energized,Outside;By myself,,Playful,"High Energy, Positive",2023-06-07 16:35:00,2,16:35:00
2023-06-07,705,Playful;Energized,Outside;By myself,,Energized,"High Energy, Positive",2023-06-07 16:35:00,2,16:35:00
2023-06-07,706,Worried,Home;Waking up;By myself,,Worried,"High Energy, Negative",2023-06-07 05:09:00,2,05:09:00
2023-06-07,707,Thoughtful;Optimistic,Home;Waking up;Pets,,Thoughtful,"Low Energy, Positive",2023-06-07 05:06:00,2,05:06:00
2023-06-07,707,Thoughtful;Optimistic,Home;Waking up;Pets,,Optimistic,"High Energy, Positive",2023-06-07 05:06:00,2,05:06:00
2023-06-06,708,Excited;Hopeful,Outside;By myself,,Excited,"High Energy, Positive",2023-06-06 20:00:00,1,20:00:00
2023-06-06,708,Excited;Hopeful,Outside;By myself,,Hopeful,"High Energy, Positive",2023-06-06 20:00:00,1,20:00:00
2023-06-06,709,Satisfied;Tired,Home;Resting;Pets,,Satisfied,"Low Energy, Positive",2023-06-06 18:31:00,1,18:31:00
2023-06-06,709,Satisfied;Tired,Home;Resting;Pets,,Tired,"Low Energy, Negative",2023-06-06 18:31:00,1,18:31:00
2023-06-06,710,At Ease;Mellow,Home;Back from run;By myself,,At Ease,"Low Energy, Positive",2023-06-06 07:27:00,1,07:27:00
2023-06-06,710,At Ease;Mellow,Home;Back from run;By myself,,Mellow,"Low Energy, Positive",2023-06-06 07:27:00,1,07:27:00
2023-06-05,711,Balanced,Home;Resting;By myself,,Balanced,"Low Energy, Positive",2023-06-05 20:27:00,0,20:27:00
2023-06-05,712,Lonely,Home;Resting;By myself,,Lonely,"Low Energy, Negative",2023-06-05 20:22:00,0,20:22:00
2023-06-05,713,Thoughtful;Pensive,Home;Resting;By myself,,Thoughtful,"Low Energy, Positive",2023-06-05 20:17:00,0,20:17:00
2023-06-05,713,Thoughtful;Pensive,Home;Resting;By myself,,Pensive,"Low Energy, Positive",2023-06-05 20:17:00,0,20:17:00
